subject	relation	object	provenance	xp	redundancy
MI:0400	OBO_REL:is_a	MI:0401	asserted	link	
MI:0400	OBO_REL:is_a	MI:0001	implied	link	
MI:0400	OBO_REL:is_a	MI:0045	implied	link	
MI:0400	part_of	MI:0000	implied	link	
MI:0401	OBO_REL:is_a	MI:0045	asserted	link	
MI:0401	OBO_REL:is_a	MI:0001	implied	link	
MI:0401	part_of	MI:0000	implied	link	
MI:0402	OBO_REL:is_a	MI:0400	asserted	link	
MI:0402	part_of	MI:0000	implied	link	
MI:0402	OBO_REL:is_a	MI:0001	implied	link	
MI:0402	OBO_REL:is_a	MI:0401	implied	link	
MI:0402	OBO_REL:is_a	MI:0045	implied	link	
MI:0403	OBO_REL:is_a	MI:0190	asserted	link	
MI:0403	part_of	MI:0000	implied	link	
MI:0404	OBO_REL:is_a	MI:0807	asserted	link	
MI:0404	part_of	MI:0000	implied	link	
MI:0404	OBO_REL:is_a	MI:0401	implied	link	
MI:0404	OBO_REL:is_a	MI:0045	implied	link	
MI:0404	OBO_REL:is_a	MI:0001	implied	link	
MI:0405	OBO_REL:is_a	MI:0400	asserted	link	
MI:0405	OBO_REL:is_a	MI:0045	implied	link	
MI:0405	OBO_REL:is_a	MI:0001	implied	link	
MI:0405	part_of	MI:0000	implied	link	
MI:0405	OBO_REL:is_a	MI:0401	implied	link	
MI:0406	OBO_REL:is_a	MI:0415	asserted	link	
MI:0406	part_of	MI:0000	implied	link	
MI:0406	OBO_REL:is_a	MI:0401	implied	link	
MI:0406	OBO_REL:is_a	MI:0001	implied	link	
MI:0406	OBO_REL:is_a	MI:0045	implied	link	
MI:0407	OBO_REL:is_a	MI:0915	asserted	link	
MI:0407	part_of	MI:0000	implied	link	
MI:0407	OBO_REL:is_a	MI:0914	implied	link	
MI:0407	OBO_REL:is_a	MI:0190	implied	link	
MI:0408	OBO_REL:is_a	MI:0195	asserted	link	
MI:0408	OBO_REL:is_a	MI:0190	implied	link	
MI:0408	OBO_REL:is_a	MI:0407	implied	link	
MI:0408	OBO_REL:is_a	MI:0915	implied	link	
MI:0408	part_of	MI:0000	implied	link	
MI:0408	OBO_REL:is_a	MI:0914	implied	link	
MI:0410	OBO_REL:is_a	MI:0040	asserted	link	
MI:0410	OBO_REL:is_a	MI:0045	implied	link	
MI:0410	part_of	MI:0000	implied	link	
MI:0410	OBO_REL:is_a	MI:0001	implied	link	
MI:0410	OBO_REL:is_a	MI:0428	implied	link	
MI:0411	OBO_REL:is_a	MI:0892	asserted	link	
MI:0411	OBO_REL:is_a	MI:0421	asserted	link	
MI:0411	OBO_REL:is_a	MI:0001	implied	link	
MI:0411	OBO_REL:is_a	MI:0400	implied	link	
MI:0411	OBO_REL:is_a	MI:0045	implied	link	
MI:0411	part_of	MI:0000	implied	link	
MI:0411	OBO_REL:is_a	MI:0661	implied	link	
MI:0411	OBO_REL:is_a	MI:0002	implied	link	
MI:0411	OBO_REL:is_a	MI:0401	implied	link	
MI:0412	OBO_REL:is_a	MI:0413	asserted	link	
MI:0412	OBO_REL:is_a	MI:0045	implied	link	
MI:0412	part_of	MI:0000	implied	link	
MI:0412	OBO_REL:is_a	MI:0401	implied	link	
MI:0412	OBO_REL:is_a	MI:0892	implied	link	
MI:0412	OBO_REL:is_a	MI:0001	implied	link	
MI:0412	OBO_REL:is_a	MI:0400	implied	link	
MI:0413	OBO_REL:is_a	MI:0892	asserted	link	
MI:0413	OBO_REL:is_a	MI:0001	implied	link	
MI:0413	OBO_REL:is_a	MI:0400	implied	link	
MI:0413	part_of	MI:0000	implied	link	
MI:0413	OBO_REL:is_a	MI:0045	implied	link	
MI:0413	OBO_REL:is_a	MI:0401	implied	link	
MI:0414	OBO_REL:is_a	MI:0407	asserted	link	
MI:0414	part_of	MI:0000	implied	link	
MI:0414	OBO_REL:is_a	MI:0190	implied	link	
MI:0414	OBO_REL:is_a	MI:0915	implied	link	
MI:0414	OBO_REL:is_a	MI:0914	implied	link	
MI:0415	OBO_REL:is_a	MI:0401	asserted	link	
MI:0415	OBO_REL:is_a	MI:0045	implied	link	
MI:0415	part_of	MI:0000	implied	link	
MI:0415	OBO_REL:is_a	MI:0001	implied	link	
MI:0416	OBO_REL:is_a	MI:0428	asserted	link	
MI:0416	OBO_REL:is_a	MI:0001	implied	link	
MI:0416	part_of	MI:0000	implied	link	
MI:0416	OBO_REL:is_a	MI:0045	implied	link	
MI:0417	OBO_REL:is_a	MI:0401	asserted	link	
MI:0417	part_of	MI:0000	implied	link	
MI:0417	OBO_REL:is_a	MI:0045	implied	link	
MI:0417	OBO_REL:is_a	MI:0001	implied	link	
MI:0419	OBO_REL:is_a	MI:0879	asserted	link	
MI:0419	OBO_REL:is_a	MI:0001	implied	link	
MI:0419	OBO_REL:is_a	MI:0415	implied	link	
MI:0419	OBO_REL:is_a	MI:0045	implied	link	
MI:0419	part_of	MI:0000	implied	link	
MI:0419	OBO_REL:is_a	MI:0401	implied	link	
MI:0420	OBO_REL:is_a	MI:0424	asserted	link	
MI:0420	OBO_REL:is_a	MI:0510	asserted	link	
MI:0420	OBO_REL:is_a	MI:0415	implied	link	
MI:0420	part_of	MI:0000	implied	link	
MI:0420	OBO_REL:is_a	MI:0013	implied	link	
MI:0420	OBO_REL:is_a	MI:0001	implied	link	
MI:0420	OBO_REL:is_a	MI:0051	implied	link	
MI:0420	OBO_REL:is_a	MI:0045	implied	link	
MI:0420	OBO_REL:is_a	MI:0401	implied	link	
MI:0421	OBO_REL:is_a	MI:0661	asserted	link	
MI:0421	part_of	MI:0000	implied	link	
MI:0421	OBO_REL:is_a	MI:0002	implied	link	
MI:0422	OBO_REL:is_a	MI:0421	asserted	link	
MI:0422	OBO_REL:is_a	MI:0661	implied	link	
MI:0422	part_of	MI:0000	implied	link	
MI:0422	OBO_REL:is_a	MI:0002	implied	link	
MI:0423	OBO_REL:is_a	MI:0424	asserted	link	
MI:0423	part_of	MI:0000	implied	link	
MI:0423	OBO_REL:is_a	MI:0401	implied	link	
MI:0423	OBO_REL:is_a	MI:0415	implied	link	
MI:0423	OBO_REL:is_a	MI:0001	implied	link	
MI:0423	OBO_REL:is_a	MI:0045	implied	link	
MI:0424	OBO_REL:is_a	MI:0415	asserted	link	
MI:0424	OBO_REL:is_a	MI:0045	implied	link	
MI:0424	OBO_REL:is_a	MI:0001	implied	link	
MI:0424	part_of	MI:0000	implied	link	
MI:0424	OBO_REL:is_a	MI:0401	implied	link	
MI:0425	OBO_REL:is_a	MI:0099	asserted	link	
MI:0425	OBO_REL:is_a	MI:0424	asserted	link	
MI:0425	part_of	MI:0000	implied	link	
MI:0425	OBO_REL:is_a	MI:0401	implied	link	
MI:0425	OBO_REL:is_a	MI:0001	implied	link	
MI:0425	OBO_REL:is_a	MI:0415	implied	link	
MI:0425	OBO_REL:is_a	MI:0013	implied	link	
MI:0425	OBO_REL:is_a	MI:0045	implied	link	
MI:0426	OBO_REL:is_a	MI:0428	asserted	link	
MI:0426	OBO_REL:is_a	MI:0045	implied	link	
MI:0426	part_of	MI:0000	implied	link	
MI:0426	OBO_REL:is_a	MI:0001	implied	link	
MI:0427	OBO_REL:is_a	MI:0661	asserted	link	
MI:0427	part_of	MI:0000	implied	link	
MI:0427	OBO_REL:is_a	MI:0002	implied	link	
MI:0428	OBO_REL:is_a	MI:0045	asserted	link	
MI:0428	part_of	MI:0000	implied	link	
MI:0428	OBO_REL:is_a	MI:0001	implied	link	
MI:0429	OBO_REL:is_a	MI:0117	asserted	link	
MI:0429	OBO_REL:is_a	MI:0116	implied	link	
MI:0429	part_of	MI:0000	implied	link	
MI:0429	OBO_REL:is_a	MI:0252	implied	link	
MI:0430	OBO_REL:is_a	MI:0030	asserted	link	
MI:0430	OBO_REL:is_a	MI:0045	implied	link	
MI:0430	OBO_REL:is_a	MI:0401	implied	link	
MI:0430	part_of	MI:0000	implied	link	
MI:0430	OBO_REL:is_a	MI:0001	implied	link	
MI:0432	OBO_REL:is_a	MI:0232	asserted	link	
MI:0432	OBO_REL:is_a	MI:0045	implied	link	
MI:0432	OBO_REL:is_a	MI:0001	implied	link	
MI:0432	part_of	MI:0000	implied	link	
MI:0432	OBO_REL:is_a	MI:0090	implied	link	
MI:0433	OBO_REL:is_a	MI:0093	asserted	link	
MI:0433	OBO_REL:is_a	MI:0661	implied	link	
MI:0433	OBO_REL:is_a	MI:0002	implied	link	
MI:0433	part_of	MI:0000	implied	link	
MI:0434	OBO_REL:is_a	MI:0415	asserted	link	
MI:0434	OBO_REL:is_a	MI:0401	implied	link	
MI:0434	part_of	MI:0000	implied	link	
MI:0434	OBO_REL:is_a	MI:0001	implied	link	
MI:0434	OBO_REL:is_a	MI:0045	implied	link	
MI:0435	OBO_REL:is_a	MI:0415	asserted	link	
MI:0435	OBO_REL:is_a	MI:0045	implied	link	
MI:0435	OBO_REL:is_a	MI:0001	implied	link	
MI:0435	OBO_REL:is_a	MI:0401	implied	link	
MI:0435	part_of	MI:0000	implied	link	
MI:0436	OBO_REL:is_a	MI:0659	asserted	link	
MI:0436	OBO_REL:is_a	MI:0003	implied	link	
MI:0436	part_of	MI:0000	implied	link	
MI:0437	OBO_REL:is_a	MI:0018	asserted	link	
MI:0437	OBO_REL:is_a	MI:0588	asserted	link	
MI:0437	OBO_REL:is_a	MI:0232	implied	link	
MI:0437	OBO_REL:is_a	MI:0090	implied	link	
MI:0437	OBO_REL:is_a	MI:0045	implied	link	
MI:0437	OBO_REL:is_a	MI:0001	implied	link	
MI:0437	part_of	MI:0000	implied	link	
MI:0438	OBO_REL:is_a	MI:0232	asserted	link	
MI:0438	OBO_REL:is_a	MI:0588	asserted	link	
MI:0438	OBO_REL:is_a	MI:0045	implied	link	
MI:0438	OBO_REL:is_a	MI:0001	implied	link	
MI:0438	part_of	MI:0000	implied	link	
MI:0438	OBO_REL:is_a	MI:0090	implied	link	
MI:0439	OBO_REL:is_a	MI:0254	asserted	link	
MI:0439	part_of	MI:0000	implied	link	
MI:0439	OBO_REL:is_a	MI:0045	implied	link	
MI:0439	OBO_REL:is_a	MI:0001	implied	link	
MI:0440	OBO_REL:is_a	MI:0400	asserted	link	
MI:0440	OBO_REL:is_a	MI:0001	implied	link	
MI:0440	part_of	MI:0000	implied	link	
MI:0440	OBO_REL:is_a	MI:0401	implied	link	
MI:0440	OBO_REL:is_a	MI:0045	implied	link	
MI:0441	OBO_REL:is_a	MI:0254	asserted	link	
MI:0441	part_of	MI:0000	implied	link	
MI:0441	OBO_REL:is_a	MI:0045	implied	link	
MI:0441	OBO_REL:is_a	MI:0001	implied	link	
MI:0442	OBO_REL:is_a	MI:0117	asserted	link	
MI:0442	OBO_REL:is_a	MI:0116	implied	link	
MI:0442	part_of	MI:0000	implied	link	
MI:0442	OBO_REL:is_a	MI:0252	implied	link	
MI:0444	part_of	MI:0000	asserted	link	
MI:0445	OBO_REL:is_a	MI:0444	asserted	link	
MI:0445	part_of	MI:0000	implied	link	
MI:0446	OBO_REL:is_a	MI:0445	asserted	link	
MI:0446	OBO_REL:is_a	MI:0444	implied	link	
MI:0446	part_of	MI:0000	implied	link	
MI:0447	OBO_REL:is_a	MI:0444	asserted	link	
MI:0447	part_of	MI:0000	implied	link	
MI:0448	OBO_REL:is_a	MI:0447	asserted	link	
MI:0448	OBO_REL:is_a	MI:0461	asserted	link	
MI:0448	part_of	MI:0000	implied	link	
MI:0448	OBO_REL:is_a	MI:0444	implied	link	
MI:0449	OBO_REL:is_a	MI:0447	asserted	link	
MI:0449	part_of	MI:0000	implied	link	
MI:0449	OBO_REL:is_a	MI:0444	implied	link	
MI:0450	OBO_REL:is_a	MI:0447	asserted	link	
MI:0450	part_of	MI:0000	implied	link	
MI:0450	OBO_REL:is_a	MI:0444	implied	link	
MI:0451	OBO_REL:is_a	MI:0449	asserted	link	
MI:0451	OBO_REL:is_a	MI:0444	implied	link	
MI:0451	OBO_REL:is_a	MI:0447	implied	link	
MI:0451	part_of	MI:0000	implied	link	
MI:0452	OBO_REL:is_a	MI:0449	asserted	link	
MI:0452	part_of	MI:0000	implied	link	
MI:0452	OBO_REL:is_a	MI:0447	implied	link	
MI:0452	OBO_REL:is_a	MI:0444	implied	link	
MI:0453	OBO_REL:is_a	MI:0449	asserted	link	
MI:0453	part_of	MI:0000	implied	link	
MI:0453	OBO_REL:is_a	MI:0444	implied	link	
MI:0453	OBO_REL:is_a	MI:0447	implied	link	
MI:0454	OBO_REL:is_a	MI:0449	asserted	link	
MI:0454	OBO_REL:is_a	MI:0444	implied	link	
MI:0454	OBO_REL:is_a	MI:0447	implied	link	
MI:0454	part_of	MI:0000	implied	link	
MI:0455	OBO_REL:is_a	MI:0449	asserted	link	
MI:0455	OBO_REL:is_a	MI:0444	implied	link	
MI:0455	OBO_REL:is_a	MI:0447	implied	link	
MI:0455	part_of	MI:0000	implied	link	
MI:0456	OBO_REL:is_a	MI:0449	asserted	link	
MI:0456	OBO_REL:is_a	MI:0447	implied	link	
MI:0456	part_of	MI:0000	implied	link	
MI:0456	OBO_REL:is_a	MI:0444	implied	link	
MI:0457	OBO_REL:is_a	MI:0449	asserted	link	
MI:0457	OBO_REL:is_a	MI:0444	implied	link	
MI:0457	part_of	MI:0000	implied	link	
MI:0457	OBO_REL:is_a	MI:0447	implied	link	
MI:0458	OBO_REL:is_a	MI:0449	asserted	link	
MI:0458	part_of	MI:0000	implied	link	
MI:0458	OBO_REL:is_a	MI:0444	implied	link	
MI:0458	OBO_REL:is_a	MI:0447	implied	link	
MI:0459	OBO_REL:is_a	MI:0461	asserted	link	
MI:0459	OBO_REL:is_a	MI:0447	asserted	link	
MI:0459	OBO_REL:is_a	MI:0444	implied	link	
MI:0459	part_of	MI:0000	implied	link	
MI:0460	OBO_REL:is_a	MI:0805	asserted	link	
MI:0460	OBO_REL:is_a	MI:0444	implied	link	
MI:0460	part_of	MI:0000	implied	link	
MI:0460	OBO_REL:is_a	MI:0461	implied	link	
MI:0460	OBO_REL:is_a	MI:0489	implied	link	
MI:0460	OBO_REL:is_a	MI:0447	implied	link	
MI:0461	OBO_REL:is_a	MI:0444	asserted	link	
MI:0461	part_of	MI:0000	implied	link	
MI:0462	OBO_REL:is_a	MI:0489	asserted	link	
MI:0462	OBO_REL:is_a	MI:0461	asserted	link	
MI:0462	OBO_REL:is_a	MI:0444	implied	link	
MI:0462	part_of	MI:0000	implied	link	
MI:0463	OBO_REL:is_a	MI:0461	asserted	link	
MI:0463	OBO_REL:is_a	MI:0489	asserted	link	
MI:0463	part_of	MI:0000	implied	link	
MI:0463	OBO_REL:is_a	MI:0444	implied	link	
MI:0464	OBO_REL:is_a	MI:0683	asserted	link	
MI:0464	OBO_REL:is_a	MI:0489	asserted	link	
MI:0464	OBO_REL:is_a	MI:0461	asserted	link	
MI:0464	OBO_REL:is_a	MI:0473	implied	link	
MI:0464	part_of	MI:0000	implied	link	
MI:0464	OBO_REL:is_a	MI:0444	implied	link	
MI:0465	OBO_REL:is_a	MI:0461	asserted	link	
MI:0465	OBO_REL:is_a	MI:0489	asserted	link	
MI:0465	OBO_REL:is_a	MI:0444	implied	link	
MI:0465	part_of	MI:0000	implied	link	
MI:0466	OBO_REL:is_a	MI:0461	asserted	link	
MI:0466	OBO_REL:is_a	MI:0444	implied	link	
MI:0466	part_of	MI:0000	implied	link	
MI:0467	OBO_REL:is_a	MI:0461	asserted	link	
MI:0467	part_of	MI:0000	implied	link	
MI:0467	OBO_REL:is_a	MI:0444	implied	link	
MI:0468	OBO_REL:is_a	MI:0461	asserted	link	
MI:0468	OBO_REL:is_a	MI:0444	implied	link	
MI:0468	part_of	MI:0000	implied	link	
MI:0469	OBO_REL:is_a	MI:0461	asserted	link	
MI:0469	OBO_REL:is_a	MI:0489	asserted	link	
MI:0469	part_of	MI:0000	implied	link	
MI:0469	OBO_REL:is_a	MI:0444	implied	link	
MI:0470	OBO_REL:is_a	MI:0461	asserted	link	
MI:0470	OBO_REL:is_a	MI:0473	asserted	link	
MI:0470	part_of	MI:0000	implied	link	
MI:0470	OBO_REL:is_a	MI:0444	implied	link	
MI:0471	OBO_REL:is_a	MI:0489	asserted	link	
MI:0471	OBO_REL:is_a	MI:0461	asserted	link	
MI:0471	OBO_REL:is_a	MI:0444	implied	link	
MI:0471	part_of	MI:0000	implied	link	
MI:0472	OBO_REL:is_a	MI:0805	asserted	link	
MI:0472	OBO_REL:is_a	MI:0447	implied	link	
MI:0472	part_of	MI:0000	implied	link	
MI:0472	OBO_REL:is_a	MI:0444	implied	link	
MI:0472	OBO_REL:is_a	MI:0461	implied	link	
MI:0472	OBO_REL:is_a	MI:0489	implied	link	
MI:0473	OBO_REL:is_a	MI:0444	asserted	link	
MI:0473	part_of	MI:0000	implied	link	
MI:0474	OBO_REL:is_a	MI:2054	asserted	link	
MI:0474	OBO_REL:is_a	MI:0473	implied	link	
MI:0474	OBO_REL:is_a	MI:0444	implied	link	
MI:0474	part_of	MI:0000	implied	link	
MI:0475	OBO_REL:is_a	MI:0683	asserted	link	
MI:0475	part_of	MI:0000	implied	link	
MI:0475	OBO_REL:is_a	MI:0444	implied	link	
MI:0475	OBO_REL:is_a	MI:0473	implied	link	
MI:0476	OBO_REL:is_a	MI:0683	asserted	link	
MI:0476	OBO_REL:is_a	MI:0444	implied	link	
MI:0476	OBO_REL:is_a	MI:0473	implied	link	
MI:0476	part_of	MI:0000	implied	link	
MI:0477	OBO_REL:is_a	MI:0683	asserted	link	
MI:0477	OBO_REL:is_a	MI:0473	implied	link	
MI:0477	part_of	MI:0000	implied	link	
MI:0477	OBO_REL:is_a	MI:0444	implied	link	
MI:0478	OBO_REL:is_a	MI:0683	asserted	link	
MI:0478	OBO_REL:is_a	MI:0444	implied	link	
MI:0478	part_of	MI:0000	implied	link	
MI:0478	OBO_REL:is_a	MI:0473	implied	link	
MI:0479	OBO_REL:is_a	MI:0683	asserted	link	
MI:0479	OBO_REL:is_a	MI:0473	implied	link	
MI:0479	part_of	MI:0000	implied	link	
MI:0479	OBO_REL:is_a	MI:0444	implied	link	
MI:0480	OBO_REL:is_a	MI:0683	asserted	link	
MI:0480	OBO_REL:is_a	MI:0444	implied	link	
MI:0480	OBO_REL:is_a	MI:0473	implied	link	
MI:0480	part_of	MI:0000	implied	link	
MI:0481	OBO_REL:is_a	MI:0683	asserted	link	
MI:0481	OBO_REL:is_a	MI:0473	implied	link	
MI:0481	part_of	MI:0000	implied	link	
MI:0481	OBO_REL:is_a	MI:0444	implied	link	
MI:0482	OBO_REL:is_a	MI:0683	asserted	link	
MI:0482	OBO_REL:is_a	MI:0444	implied	link	
MI:0482	part_of	MI:0000	implied	link	
MI:0482	OBO_REL:is_a	MI:0473	implied	link	
MI:0483	OBO_REL:is_a	MI:0683	asserted	link	
MI:0483	part_of	MI:0000	implied	link	
MI:0483	OBO_REL:is_a	MI:0473	implied	link	
MI:0483	OBO_REL:is_a	MI:0444	implied	link	
MI:0484	OBO_REL:is_a	MI:0683	asserted	link	
MI:0484	OBO_REL:is_a	MI:0473	implied	link	
MI:0484	OBO_REL:is_a	MI:0444	implied	link	
MI:0484	part_of	MI:0000	implied	link	
MI:0485	OBO_REL:is_a	MI:0683	asserted	link	
MI:0485	OBO_REL:is_a	MI:0444	implied	link	
MI:0485	OBO_REL:is_a	MI:0473	implied	link	
MI:0485	part_of	MI:0000	implied	link	
MI:0486	OBO_REL:is_a	MI:0683	asserted	link	
MI:0486	OBO_REL:is_a	MI:0473	implied	link	
MI:0486	part_of	MI:0000	implied	link	
MI:0486	OBO_REL:is_a	MI:0444	implied	link	
MI:0487	OBO_REL:is_a	MI:0683	asserted	link	
MI:0487	OBO_REL:is_a	MI:0444	implied	link	
MI:0487	OBO_REL:is_a	MI:0473	implied	link	
MI:0487	part_of	MI:0000	implied	link	
MI:0488	OBO_REL:is_a	MI:0444	asserted	link	
MI:0488	part_of	MI:0000	implied	link	
MI:0489	OBO_REL:is_a	MI:0444	asserted	link	
MI:0489	part_of	MI:0000	implied	link	
MI:0495	part_of	MI:0000	asserted	link	
MI:0496	OBO_REL:is_a	MI:0495	asserted	link	
MI:0496	part_of	MI:0000	implied	link	
MI:0497	OBO_REL:is_a	MI:0495	asserted	link	
MI:0497	part_of	MI:0000	implied	link	
MI:0498	OBO_REL:is_a	MI:0495	asserted	link	
MI:0498	part_of	MI:0000	implied	link	
MI:0499	OBO_REL:is_a	MI:0495	asserted	link	
MI:0499	OBO_REL:is_a	MI:0500	asserted	link	
MI:0499	part_of	MI:0000	implied	link	
MI:0500	part_of	MI:0000	asserted	link	
MI:0501	OBO_REL:is_a	MI:0500	asserted	link	
MI:0501	part_of	MI:0000	implied	link	
MI:0502	OBO_REL:is_a	MI:0500	asserted	link	
MI:0502	part_of	MI:0000	implied	link	
MI:0503	OBO_REL:is_a	MI:0500	asserted	link	
MI:0503	OBO_REL:is_a	MI:0495	asserted	link	
MI:0503	part_of	MI:0000	implied	link	
MI:0505	OBO_REL:is_a	MI:0116	asserted	link	
MI:0505	part_of	MI:0000	implied	link	
MI:0506	OBO_REL:is_a	MI:0221	asserted	link	
MI:0506	OBO_REL:is_a	MI:0803	asserted	link	
MI:0506	OBO_REL:is_a	MI:0346	implied	link	
MI:0506	OBO_REL:is_a	MI:0787	implied	link	
MI:0506	part_of	MI:0000	implied	link	
MI:0507	OBO_REL:is_a	MI:0505	asserted	link	
MI:0507	OBO_REL:is_a	MI:0116	implied	link	
MI:0507	part_of	MI:0000	implied	link	
MI:0508	OBO_REL:is_a	MI:0406	asserted	link	
MI:0508	OBO_REL:is_a	MI:0001	implied	link	
MI:0508	OBO_REL:is_a	MI:0401	implied	link	
MI:0508	OBO_REL:is_a	MI:0045	implied	link	
MI:0508	OBO_REL:is_a	MI:0415	implied	link	
MI:0508	part_of	MI:0000	implied	link	
MI:0509	OBO_REL:is_a	MI:0510	asserted	link	
MI:0509	OBO_REL:is_a	MI:0434	asserted	link	
MI:0509	OBO_REL:is_a	MI:0045	implied	link	
MI:0509	OBO_REL:is_a	MI:0051	implied	link	
MI:0509	part_of	MI:0000	implied	link	
MI:0509	OBO_REL:is_a	MI:0415	implied	link	
MI:0509	OBO_REL:is_a	MI:0001	implied	link	
MI:0509	OBO_REL:is_a	MI:0401	implied	link	
MI:0509	OBO_REL:is_a	MI:0013	implied	link	
MI:0510	OBO_REL:is_a	MI:0051	asserted	link	
MI:0510	OBO_REL:is_a	MI:0001	implied	link	
MI:0510	part_of	MI:0000	implied	link	
MI:0510	OBO_REL:is_a	MI:0045	implied	link	
MI:0510	OBO_REL:is_a	MI:0013	implied	link	
MI:0511	OBO_REL:is_a	MI:0510	asserted	link	
MI:0511	OBO_REL:is_a	MI:0435	asserted	link	
MI:0511	part_of	MI:0000	implied	link	
MI:0511	OBO_REL:is_a	MI:0013	implied	link	
MI:0511	OBO_REL:is_a	MI:0415	implied	link	
MI:0511	OBO_REL:is_a	MI:0401	implied	link	
MI:0511	OBO_REL:is_a	MI:0001	implied	link	
MI:0511	OBO_REL:is_a	MI:0045	implied	link	
MI:0511	OBO_REL:is_a	MI:0051	implied	link	
MI:0512	OBO_REL:is_a	MI:0435	asserted	link	
MI:0512	OBO_REL:is_a	MI:0001	implied	link	
MI:0512	OBO_REL:is_a	MI:0045	implied	link	
MI:0512	part_of	MI:0000	implied	link	
MI:0512	OBO_REL:is_a	MI:0401	implied	link	
MI:0512	OBO_REL:is_a	MI:0415	implied	link	
MI:0513	OBO_REL:is_a	MI:0435	asserted	link	
MI:0513	OBO_REL:is_a	MI:0045	implied	link	
MI:0513	OBO_REL:is_a	MI:0415	implied	link	
MI:0513	part_of	MI:0000	implied	link	
MI:0513	OBO_REL:is_a	MI:0401	implied	link	
MI:0513	OBO_REL:is_a	MI:0001	implied	link	
MI:0514	OBO_REL:is_a	MI:0434	asserted	link	
MI:0514	OBO_REL:is_a	MI:0045	implied	link	
MI:0514	OBO_REL:is_a	MI:0401	implied	link	
MI:0514	OBO_REL:is_a	MI:0001	implied	link	
MI:0514	OBO_REL:is_a	MI:0415	implied	link	
MI:0514	part_of	MI:0000	implied	link	
MI:0515	OBO_REL:is_a	MI:0415	asserted	link	
MI:0515	OBO_REL:is_a	MI:0045	implied	link	
MI:0515	OBO_REL:is_a	MI:0001	implied	link	
MI:0515	part_of	MI:0000	implied	link	
MI:0515	OBO_REL:is_a	MI:0401	implied	link	
MI:0516	OBO_REL:is_a	MI:0515	asserted	link	
MI:0516	part_of	MI:0000	implied	link	
MI:0516	OBO_REL:is_a	MI:0415	implied	link	
MI:0516	OBO_REL:is_a	MI:0401	implied	link	
MI:0516	OBO_REL:is_a	MI:0001	implied	link	
MI:0516	OBO_REL:is_a	MI:0045	implied	link	
MI:0517	OBO_REL:is_a	MI:0253	asserted	link	
MI:0517	OBO_REL:is_a	MI:0116	implied	link	
MI:0517	part_of	MI:0000	implied	link	
MI:0517	OBO_REL:is_a	MI:0505	implied	link	
MI:0518	OBO_REL:is_a	MI:0507	asserted	link	
MI:0518	OBO_REL:is_a	MI:0505	implied	link	
MI:0518	OBO_REL:is_a	MI:0116	implied	link	
MI:0518	part_of	MI:0000	implied	link	
MI:0519	OBO_REL:is_a	MI:0365	asserted	link	
MI:0519	OBO_REL:is_a	MI:0116	implied	link	
MI:0519	OBO_REL:is_a	MI:0240	implied	link	
MI:0519	OBO_REL:is_a	MI:0507	implied	link	
MI:0519	part_of	MI:0000	implied	link	
MI:0519	OBO_REL:is_a	MI:0505	implied	link	
MI:0520	OBO_REL:is_a	MI:0507	asserted	link	
MI:0520	part_of	MI:0000	implied	link	
MI:0520	OBO_REL:is_a	MI:0116	implied	link	
MI:0520	OBO_REL:is_a	MI:0505	implied	link	
MI:0521	OBO_REL:is_a	MI:0507	asserted	link	
MI:0521	OBO_REL:is_a	MI:0116	implied	link	
MI:0521	OBO_REL:is_a	MI:0505	implied	link	
MI:0521	part_of	MI:0000	implied	link	
MI:0522	OBO_REL:is_a	MI:0507	asserted	link	
MI:0522	OBO_REL:is_a	MI:0116	implied	link	
MI:0522	OBO_REL:is_a	MI:0505	implied	link	
MI:0522	part_of	MI:0000	implied	link	
MI:0523	OBO_REL:is_a	MI:0507	asserted	link	
MI:0523	OBO_REL:is_a	MI:0116	implied	link	
MI:0523	OBO_REL:is_a	MI:0505	implied	link	
MI:0523	part_of	MI:0000	implied	link	
MI:0524	OBO_REL:is_a	MI:0677	asserted	link	
MI:0524	OBO_REL:is_a	MI:0507	implied	link	
MI:0524	OBO_REL:is_a	MI:0116	implied	link	
MI:0524	part_of	MI:0000	implied	link	
MI:0524	OBO_REL:is_a	MI:0505	implied	link	
MI:0525	OBO_REL:is_a	MI:0507	asserted	link	
MI:0525	part_of	MI:0000	implied	link	
MI:0525	OBO_REL:is_a	MI:0505	implied	link	
MI:0525	OBO_REL:is_a	MI:0116	implied	link	
MI:0526	OBO_REL:is_a	MI:0121	asserted	link	
MI:0526	OBO_REL:is_a	MI:0116	implied	link	
MI:0526	OBO_REL:is_a	MI:0252	implied	link	
MI:0526	part_of	MI:0000	implied	link	
MI:0526	OBO_REL:is_a	MI:0120	implied	link	
MI:0527	OBO_REL:is_a	MI:0120	asserted	link	
MI:0527	part_of	MI:0000	implied	link	
MI:0527	OBO_REL:is_a	MI:0252	implied	link	
MI:0527	OBO_REL:is_a	MI:0116	implied	link	
MI:0528	OBO_REL:is_a	MI:0527	asserted	link	
MI:0528	OBO_REL:is_a	MI:0116	implied	link	
MI:0528	part_of	MI:0000	implied	link	
MI:0528	OBO_REL:is_a	MI:0252	implied	link	
MI:0528	OBO_REL:is_a	MI:0120	implied	link	
MI:0529	OBO_REL:is_a	MI:0527	asserted	link	
MI:0529	part_of	MI:0000	implied	link	
MI:0529	OBO_REL:is_a	MI:0120	implied	link	
